language,level,english,translation,category
DE,B1,The city was more beautiful than I expected.,Die Stadt war schöner als ich erwartet hatte.,Travel
DE,B1,I like trying local food when I travel.,"Ich probiere gerne lokale Speisen, wenn ich reise.",Food & Shopping
DE,B1,I usually shop once a week.,Ich gehe normalerweise einmal pro Woche einkaufen.,Food & Shopping
DE,B1,I compare prices before buying anything.,"Ich vergleiche Preise, bevor ich etwas kaufe.",Food & Shopping
DE,B1,I try to avoid wasting food.,"Ich versuche, keine Lebensmittel zu verschwenden.",Food & Shopping
DE,B1,I realized that consistent practice is more important than perfection.,"Ich habe erkannt, dass konsequentes Üben wichtiger ist als Perfektion.",Daily Life
DE,B1,I started planning my week to manage my time better.,"Ich habe angefangen, meine Woche zu planen, um meine Zeit besser zu managen.",Daily Life
DE,B1,I sometimes find it difficult to stay motivated.,"Ich finde es manchmal schwierig, motiviert zu bleiben.",Daily Life
DE,B1,I try to set small goals for myself every day.,"Ich versuche, mir jeden Tag kleine Ziele zu setzen.",Daily Life
DE,B1,I feel more confident when I prepare in advance.,"Ich fühle mich sicherer, wenn ich mich im Voraus vorbereite.",Daily Life
DE,B1,I had an interesting discussion with my colleagues at work.,Ich hatte eine interessante Diskussion mit meinen Kollegen bei der Arbeit.,Work & Office
DE,B1,We had to solve a problem under time pressure.,Wir mussten ein Problem unter Zeitdruck lösen.,Work & Office
DE,B1,I received feedback on my report yesterday.,Ich habe gestern Feedback zu meinem Bericht erhalten.,Work & Office
DE,B1,I am trying to improve my professional communication skills.,"Ich versuche, meine beruflichen Kommunikationsfähigkeiten zu verbessern.",Work & Office
DE,B1,I attended a workshop about effective teamwork.,Ich habe an einem Workshop über effektive Teamarbeit teilgenommen.,Work & Office
DE,B1,I went to the gym three times this week.,Ich bin diese Woche dreimal ins Fitnessstudio gegangen.,Health & Wellbeing
DE,B1,Regular exercise helps me reduce stress.,"Regelmäßige Bewegung hilft mir, Stress abzubauen.",Health & Wellbeing
DE,B1,I try to maintain a balanced diet.,"Ich versuche, eine ausgewogene Ernährung beizubehalten.",Health & Wellbeing
DE,B1,I noticed that my sleep affects my productivity.,"Ich habe bemerkt, dass mein Schlaf meine Produktivität beeinflusst.",Health & Wellbeing
DE,B1,I visited the doctor to discuss my symptoms.,"Ich war beim Arzt, um meine Symptome zu besprechen.",Health & Wellbeing
DE,B1,I use technology to organize my daily tasks.,"Ich benutze Technologie, um meine täglichen Aufgaben zu organisieren.",Technology
DE,B1,I rely on apps to stay productive and focused.,"Ich verlasse mich auf Apps, um produktiv und konzentriert zu bleiben.",Technology
DE,B1,Sometimes I spend too much time on my phone.,Manchmal verbringe ich zu viel Zeit mit meinem Handy.,Technology
DE,B1,I try to limit my screen time in the evening.,"Ich versuche, meine Bildschirmzeit am Abend zu begrenzen.",Technology
DE,B1,Technology makes communication much faster.,Technologie macht Kommunikation viel schneller.,Technology
DE,B1,I enjoy reading articles about science and society.,Ich lese gerne Artikel über Wissenschaft und Gesellschaft.,Science & Innovation
DE,B1,New inventions often change our daily lives.,Neue Erfindungen verändern oft unseren Alltag.,Science & Innovation
DE,B1,Scientists are constantly researching new solutions.,Wissenschaftler erforschen ständig neue Lösungen.,Science & Innovation
DE,B1,I find artificial intelligence very interesting.,Ich finde künstliche Intelligenz sehr interessant.,Science & Innovation
DE,B1,Innovation plays an important role in economic growth.,Innovation spielt eine wichtige Rolle für das Wirtschaftswachstum.,Science & Innovation
DE,B1,I try to understand political news better.,"Ich versuche, politische Nachrichten besser zu verstehen.",Politics & Society
DE,B1,People often debate controversial topics online.,Menschen diskutieren oft kontroverse Themen online.,Politics & Society
DE,B1,Social responsibility is important in modern society.,Soziale Verantwortung ist in der modernen Gesellschaft wichtig.,Politics & Society
DE,B1,I think education should be accessible to everyone.,"Ich finde, Bildung sollte für alle zugänglich sein.",Politics & Society
DE,B1,Different cultures influence how people think.,"Verschiedene Kulturen beeinflussen, wie Menschen denken.",Social & Relationships
DE,B1,I enjoy learning about other cultures.,Ich lerne gerne über andere Kulturen.,Social & Relationships
DE,B1,Friendship requires trust and honesty.,Freundschaft erfordert Vertrauen und Ehrlichkeit.,Social & Relationships
DE,B1,I had a long conversation about future plans.,Ich hatte ein langes Gespräch über Zukunftspläne.,Social & Relationships
DE,B1,I feel comfortable speaking with close friends.,"Ich fühle mich wohl, wenn ich mit engen Freunden spreche.",Social & Relationships
DE,B1,I booked my holiday online last week.,Ich habe meinen Urlaub letzte Woche online gebucht.,Travel
DE,B1,I prefer quiet places when I travel.,"Ich bevorzuge ruhige Orte, wenn ich reise.",Travel
DE,B1,The travel experience taught me a lot.,Die Reiseerfahrung hat mir viel beigebracht.,Travel
DE,B1,I met travelers from different countries.,Ich habe Reisende aus verschiedenen Ländern getroffen.,Travel
DE,B1,I enjoyed trying local food abroad.,"Ich habe es genossen, im Ausland lokale Speisen zu probieren.",Food & Shopping
DE,B1,I usually plan my meals in advance.,Ich plane meine Mahlzeiten normalerweise im Voraus.,Food & Shopping
DE,B1,I try to avoid eating unhealthy food.,"Ich versuche, ungesundes Essen zu vermeiden.",Food & Shopping
DE,B1,I compare different products before buying.,"Ich vergleiche verschiedene Produkte, bevor ich etwas kaufe.",Food & Shopping
DE,B1,I often cook with fresh ingredients.,Ich koche oft mit frischen Zutaten.,Food & Shopping
DE,B1,I think healthy food improves concentration.,"Ich finde, gesundes Essen verbessert die Konzentration.",Health & Wellbeing
DE,B1,I try to stay physically active every day.,"Ich versuche, jeden Tag körperlich aktiv zu bleiben.",Health & Wellbeing
DE,B1,I sometimes feel stressed at work.,Ich fühle mich manchmal bei der Arbeit gestresst.,Health & Wellbeing
DE,B1,I take breaks to stay focused.,"Ich mache Pausen, um konzentriert zu bleiben.",Health & Wellbeing
DE,B1,I sleep better when I exercise regularly.,"Ich schlafe besser, wenn ich regelmäßig Sport mache.",Health & Wellbeing
DE,B1,I use my laptop for both work and study.,Ich benutze meinen Laptop sowohl für Arbeit als auch für Studium.,Technology
DE,B1,I learned how to use new software recently.,"Ich habe kürzlich gelernt, neue Software zu benutzen.",Technology
DE,B1,Digital tools help me organize my projects.,"Digitale Werkzeuge helfen mir, meine Projekte zu organisieren.",Technology
DE,B1,I noticed that small habits have a big impact over time.,"Ich habe bemerkt, dass kleine Gewohnheiten über die Zeit einen großen Einfluss haben.",Daily Life
DE,B1,I try to reflect on my progress every week.,"Ich versuche, jede Woche über meinen Fortschritt nachzudenken.",Daily Life
DE,B1,I sometimes struggle to stay consistent with my routine.,"Ich habe manchmal Schwierigkeiten, meine Routine konsequent einzuhalten.",Daily Life
DE,B1,I feel more productive when I start the day early.,"Ich bin produktiver, wenn ich den Tag früh beginne.",Daily Life
DE,B1,I realized that mistakes are part of learning.,"Ich habe erkannt, dass Fehler Teil des Lernens sind.",Daily Life
DE,B1,We had to collaborate closely to finish the project.,"Wir mussten eng zusammenarbeiten, um das Projekt fertigzustellen.",Work & Office
DE,B1,I received constructive feedback from my supervisor.,Ich habe konstruktives Feedback von meinem Vorgesetzten erhalten.,Work & Office
DE,B1,I attended a team meeting to discuss new goals.,"Ich habe an einer Teambesprechung teilgenommen, um neue Ziele zu besprechen.",Work & Office
DE,B1,I learned how to manage multiple tasks at once.,"Ich habe gelernt, mehrere Aufgaben gleichzeitig zu managen.",Work & Office
DE,B1,I feel more responsible in my current job.,Ich fühle mich in meinem aktuellen Job verantwortungsbewusster.,Work & Office
DE,B1,I go jogging three times a week to stay healthy.,"Ich gehe dreimal pro Woche joggen, um gesund zu bleiben.",Health & Wellbeing
DE,B1,I try to avoid sitting for too long during the day.,"Ich versuche, nicht zu lange am Tag zu sitzen.",Health & Wellbeing
DE,B1,I noticed improvement in my energy levels.,Ich habe eine Verbesserung meines Energielevels bemerkt.,Health & Wellbeing
DE,B1,I drink less coffee to improve my sleep.,"Ich trinke weniger Kaffee, um meinen Schlaf zu verbessern.",Health & Wellbeing
DE,B1,I sometimes feel overwhelmed by information.,Ich fühle mich manchmal von Informationen überwältigt.,Technology
DE,B1,I use digital calendars to organize my schedule.,"Ich benutze digitale Kalender, um meinen Zeitplan zu organisieren.",Technology
DE,B1,I rely on the internet for research and learning.,Ich verlasse mich auf das Internet für Recherche und Lernen.,Technology
DE,B1,I try to reduce distractions while working online.,"Ich versuche, Ablenkungen beim Arbeiten online zu reduzieren.",Technology
DE,B1,Technology has improved how we communicate globally.,Technologie hat die globale Kommunikation verbessert.,Technology
DE,B1,I read about new scientific discoveries regularly.,Ich lese regelmäßig über neue wissenschaftliche Entdeckungen.,Science & Innovation
DE,B1,Research helps us understand the world better.,"Forschung hilft uns, die Welt besser zu verstehen.",Science & Innovation
DE,B1,I am curious about how things work in nature.,"Ich bin neugierig, wie Dinge in der Natur funktionieren.",Science & Innovation
DE,B1,Scientists use data to test their hypotheses.,"Wissenschaftler nutzen Daten, um ihre Hypothesen zu testen.",Science & Innovation
DE,B1,Innovation often comes from solving practical problems.,Innovation entsteht oft durch das Lösen praktischer Probleme.,Science & Innovation
DE,B1,I follow the news to stay informed about society.,"Ich verfolge die Nachrichten, um über die Gesellschaft informiert zu bleiben.",Politics & Society
DE,B1,Public opinion can influence political decisions.,Die öffentliche Meinung kann politische Entscheidungen beeinflussen.,Politics & Society
DE,B1,People discuss social justice more openly today.,Menschen diskutieren heute offener über soziale Gerechtigkeit.,Politics & Society
DE,B1,Education plays a key role in social development.,Bildung spielt eine Schlüsselrolle in der gesellschaftlichen Entwicklung.,Politics & Society
DE,B1,I enjoy discussing ideas with different people.,Ich diskutiere gerne Ideen mit verschiedenen Menschen.,Social & Relationships
DE,B1,Understanding others requires active listening.,Andere zu verstehen erfordert aktives Zuhören.,Social & Relationships
DE,B1,I value honesty in my relationships.,Ich schätze Ehrlichkeit in meinen Beziehungen.,Social & Relationships
DE,B1,I try to stay in contact with friends abroad.,"Ich versuche, mit Freunden im Ausland in Kontakt zu bleiben.",Social & Relationships
DE,B1,We talked about our future careers.,Wir haben über unsere zukünftigen Karrieren gesprochen.,Social & Relationships
DE,B1,I enjoyed my last trip to another country.,Ich habe meine letzte Reise in ein anderes Land genossen.,Travel
DE,B1,Travel helps me understand different cultures.,"Reisen hilft mir, verschiedene Kulturen zu verstehen.",Travel
DE,B1,I prefer planning my trips in detail.,Ich plane meine Reisen lieber im Detail.,Travel
DE,B1,I experienced new traditions while traveling.,Ich habe beim Reisen neue Traditionen erlebt.,Travel
DE,B1,I often try new dishes when I go abroad.,"Ich probiere oft neue Gerichte, wenn ich ins Ausland gehe.",Food & Shopping
DE,B1,I shop online more often than before.,Ich kaufe jetzt öfter online ein als früher.,Food & Shopping
DE,B1,I try to choose sustainable products.,"Ich versuche, nachhaltige Produkte zu wählen.",Food & Shopping
DE,B1,I think about nutrition when I buy food.,Ich denke beim Einkaufen über Ernährung nach.,Food & Shopping
DE,B1,I usually eat at home during weekdays.,Ich esse unter der Woche normalerweise zu Hause.,Food & Shopping
DE,B1,I feel healthier when I eat balanced meals.,"Ich fühle mich gesünder, wenn ich ausgewogene Mahlzeiten esse.",Health & Wellbeing
DE,B1,I try to maintain a regular sleep schedule.,"Ich versuche, einen regelmäßigen Schlafrhythmus einzuhalten.",Health & Wellbeing
DE,B1,I use fitness apps to track my progress.,"Ich benutze Fitness-Apps, um meinen Fortschritt zu verfolgen.",Technology
DE,B1,I sometimes work remotely from home.,Ich arbeite manchmal remote von zu Hause.,Work & Office
DE,B1,I improved my communication at work.,Ich habe meine Kommunikation bei der Arbeit verbessert.,Work & Office
DE,B1,I realized that learning a language requires patience and consistency.,"Ich habe erkannt, dass das Lernen einer Sprache Geduld und Konsequenz erfordert.",Daily Life
DE,B1,I try to expose myself to German every day through reading and listening.,"Ich versuche, mich jeden Tag durch Lesen und Hören dem Deutschen auszusetzen.",Daily Life
DE,B1,I feel that my understanding has improved significantly over time.,"Ich habe das Gefühl, dass sich mein Verständnis im Laufe der Zeit deutlich verbessert hat.",Daily Life
DE,B1,I sometimes review my mistakes to avoid repeating them.,"Ich wiederhole manchmal meine Fehler, um sie nicht zu wiederholen.",Daily Life
DE,B1,I set priorities to manage my daily responsibilities better.,"Ich setze Prioritäten, um meine täglichen Aufgaben besser zu bewältigen.",Daily Life
DE,B1,We had to coordinate our tasks as a team.,Wir mussten unsere Aufgaben als Team koordinieren.,Work & Office
DE,B1,I learned how to handle unexpected problems at work.,"Ich habe gelernt, mit unerwarteten Problemen bei der Arbeit umzugehen.",Work & Office
DE,B1,I received clear instructions from my manager.,Ich habe klare Anweisungen von meinem Vorgesetzten erhalten.,Work & Office
DE,B1,I try to improve my efficiency by organizing my tasks.,"Ich versuche, meine Effizienz durch Organisation meiner Aufgaben zu verbessern.",Work & Office
DE,B1,I attended a seminar about workplace communication.,Ich habe an einem Seminar über Kommunikation am Arbeitsplatz teilgenommen.,Work & Office
DE,B1,I noticed that regular exercise improves my mood.,"Ich habe bemerkt, dass regelmäßiger Sport meine Stimmung verbessert.",Health & Wellbeing
DE,B1,I try to eat more vegetables and less processed food.,"Ich versuche, mehr Gemüse und weniger verarbeitete Lebensmittel zu essen.",Health & Wellbeing
DE,B1,I feel more energetic when I sleep well.,"Ich fühle mich energiegeladener, wenn ich gut schlafe.",Health & Wellbeing
DE,B1,I started walking instead of taking the bus.,Ich habe angefangen zu Fuß zu gehen statt den Bus zu nehmen.,Health & Wellbeing
DE,B1,I sometimes struggle with stress management.,Ich habe manchmal Schwierigkeiten mit Stressbewältigung.,Health & Wellbeing
DE,B1,I use apps to track my daily habits.,"Ich benutze Apps, um meine täglichen Gewohnheiten zu verfolgen.",Technology
DE,B1,I depend on technology for both work and communication.,Ich bin sowohl für Arbeit als auch Kommunikation von Technologie abhängig.,Technology
DE,B1,I try to reduce unnecessary screen time.,"Ich versuche, unnötige Bildschirmzeit zu reduzieren.",Technology
DE,B1,Digital tools help me stay organized.,"Digitale Werkzeuge helfen mir, organisiert zu bleiben.",Technology
DE,B1,I think technology will continue to change education.,"Ich denke, dass Technologie die Bildung weiter verändern wird.",Technology
DE,B1,I enjoy learning about scientific topics in simple articles.,Ich lerne gerne über wissenschaftliche Themen in einfachen Artikeln.,Science & Innovation
DE,B1,Scientific progress often depends on collaboration.,Wissenschaftlicher Fortschritt hängt oft von Zusammenarbeit ab.,Science & Innovation
DE,B1,I am interested in environmental issues and climate change.,Ich interessiere mich für Umweltprobleme und Klimawandel.,Science & Innovation
DE,B1,New technologies can solve global problems.,Neue Technologien können globale Probleme lösen.,Science & Innovation
DE,B1,I follow political discussions on social media.,Ich verfolge politische Diskussionen in sozialen Medien.,Politics & Society
DE,B1,Different opinions are important for a healthy society.,Unterschiedliche Meinungen sind wichtig für eine gesunde Gesellschaft.,Politics & Society
